,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
392,9452,-37.860878,144.73037,29 Higgins Way,TRUGANINA,5740000,house,2014,4,2,2,SC_053,2586,46468,1803,33,0,hospital_073,4817,S_007,1321
393,67216,-37.757234,145.363485,21 Alexandra Road,LILYDALE,6344000,house,2015,3,1,2,SC_084,4362,19876,1401,59,0,hospital_151,794,S_233,1190
394,7948,-37.77173996,144.7976227,88 Esmond Street,ARDEER,3575000,house,2009,3,1,2,SC_102,3375,20003,1901,31,0,hospital_057,1943,S_159,1627
395,48384,-37.801757,145.038958,39 Disraeli Street,KEW,17400000,house,2015,4,2,1,SC_083,2104,19904,2205,20,0,hospital_064,1128,S_039,836
396,58984,-37.805333,145.183082,45 Worrell Street,NUNAWADING,5376000,house,2011,3,1,2,SC_088,1588,19900,1613,40,0,hospital_070,1068,S_202,2154
397,41871,-37.74026,145.06114,22 Darvall Street,ROSANNA,10150000,house,2011,3,1,1,SC_017,1844,19936,528,27,0,hospital_090,1360,S_100,2200
398,23468,-37.6386528,144.9066925,19 Castlehill Avenue,GREENVALE,4752000,house,2009,4,2,2,SC_072,1920,40220,2531,41,0,hospital_104,1806,S_211,2192
399,59666,-37.823028,145.205162,23 Dudley Street,MITCHAM,19380000,house,2015,4,2,2,SC_088,2287,19901,813,42,0,hospital_010,1705,S_040,2413
400,60654,-37.838115,145.201981,3 Allison Crt,VERMONT,9760000,house,2010,3,2,2,SC_088,2873,19901,2341,42,0,hospital_008,2521,S_202,2762
401,58464,-37.812194,145.176661,1/78 Springvale Road,NUNAWADING,6188000,house,2009,3,1,1,SC_088,834,19899,949,37,0,hospital_070,1531,S_202,1305
402,35978,-37.68183899,145.0335999,35 Darebin Drive,THOMASTOWN,5348000,house,2008,3,1,2,SC_062,5673,20007,1710,37,0,hospital_041,2798,S_228,1778
403,1733,-37.810983,144.881514,123 Empress Avenue,KINGSVILLE,3464000,house,2013,3,1,1,SC_043,2611,19996,918,15,0,hospital_056,2029,S_201,1845
404,9128,-37.867486,144.76277,6 Ailsa Street,LAVERTON,5775000,house,2010,3,1,1,SC_092,4124,19924,198,31,0,hospital_073,7380,S_007,1751
405,13278,-37.693418,144.760453,554 Melton Highway,SYDENHAM,8160000,house,2014,3,1,1,SC_048,4707,20000,1483,39,0,hospital_057,8854,S_163,732
406,65669,-37.7919651,145.3089852,11 HARLEY CRESCENT,MOOROOLBARK,11900000,house,2013,4,2,2,SC_022,2413,19877,858,54,0,hospital_164,5015,S_224,1139
407,475,-37.804184,144.8864217,182 Pilgrim Street,SEDDON,8138000,house,2013,2,1,1,SC_043,2485,20023,281,19,0,hospital_056,1230,S_201,1089
408,72285,-37.835734,145.286472,3 Longstaff Road,BAYSWATER,7224000,house,2014,3,2,2,SC_022,4091,19870,1745,50,0,hospital_002,2722,S_139,1901
409,6519,-37.787959,144.844804,26 Nixon Street,SUNSHINE,3800000,house,2010,4,1,1,SC_102,1170,20021,1051,25,0,hospital_174,1573,S_080,1248
410,58743,-37.815328,145.171748,23 Luckie Street,NUNAWADING,11680000,house,2011,3,1,3,SC_002,451,19899,649,37,0,hospital_070,2034,S_202,1033
411,50773,-37.783055,145.101246,12 Outhwaite Avenue,DONCASTER,7403000,house,2010,3,1,2,SC_009,2104,19896,4066,33,0,hospital_194,1638,S_046,1541
412,78401,-37.93239212,145.2023315,81 Gladeswood Drive,MULGRAVE,5810000,house,2009,4,3,2,SC_073,3245,19891,4385,45,0,hospital_161,1172,S_067,1280
413,63252,-37.789573,145.305086,1/184 Lincoln Road,CROYDON,15600000,house,2013,3,1,2,SC_022,2206,19877,838,54,0,hospital_164,4801,S_224,1474
414,18968,-37.676208,144.938182,5 PYALONG CRESCENT,DALLAS,3861000,house,2010,3,1,2,SC_072,3163,19960,1357,39,0,hospital_104,3243,S_153,1472
415,65963,-37.788967,145.311736,2/200 Hull Road,MOOROOLBARK,5700000,house,2016,2,1,1,SC_022,2761,19877,473,54,0,hospital_113,4835,S_224,1471
416,207,-37.805611,144.889393,11 James Street,SEDDON,4905000,house,2014,3,1,1,SC_043,2790,20024,391,17,0,hospital_056,1417,S_201,931
417,74241,-37.884727,145.029732,142 Bambra Road,CAULFIELD,3060000,house,2013,5,3,2,SC_023,1494,19942,1230,30,0,hospital_080,1247,S_166,287
418,4878,-37.858083,144.822468,13 Frazer Avenue,ALTONA,4023000,house,2009,3,1,3,SC_033,4097,19925,1115,32,0,hospital_141,6091,S_128,1287
419,58315,-37.827841,145.140569,71 Pakenham Street,BLACKBURN,9975000,house,2010,3,1,1,SC_037,1872,19897,786,35,0,hospital_060,1478,S_018,715
420,28513,-37.80384445,144.9888306,15 Campbell Street,COLLINGWOOD,6240000,house,2009,3,1,0,SC_008,1893,19976,439,9,0,hospital_170,830,S_175,433
421,94733,-37.908492,145.026517,13 Harold Street,MCKINNON,16800000,house,2012,5,3,3,SC_046,3605,19940,1054,34,0,hospital_126,1079,S_107,1839
422,54756,-37.824948,145.043707,89 Oxley Road,HAWTHORN,13750000,house,2014,4,2,1,SC_083,871,19903,340,22,0,hospital_127,794,S_208,913
423,74075,-37.84268951,145.288208,9 Robertson Crescent,BORONIA,2384000,house,2009,3,1,1,SC_022,4875,19870,1768,50,0,hospital_002,2263,S_139,1874
424,79647,-37.984804,145.161963,132 Darren Road,KEYSBOROUGH,4850000,house,2015,3,1,1,SC_057,1331,19890,2356,48,0,hospital_096,1263,S_079,1302
425,62701,-37.835391,145.246431,20 Kenbry Road,HEATHMONT,9735000,house,2016,3,2,3,SC_032,2958,19871,804,46,0,hospital_179,2282,S_139,1987
426,29989,-37.776459,145.014898,35 Stafford  Street,NORTHCOTE,11370000,house,2012,3,1,2,SC_001,2550,19930,350,17,0,hospital_035,1631,S_219,2531
427,50585,-37.756595,145.131674,5 Verbena Street,TEMPLESTOWE,12546000,house,2010,3,2,2,SC_091,3431,19986,4683,40,0,hospital_193,2344,S_046,2447
428,49956,-37.769837,145.093213,17 Apex Crescent,BULLEEN,19500000,house,2015,5,2,1,SC_009,480,19935,3196,26,0,hospital_193,1970,S_154,419
429,55687,-37.834832,145.062792,43 St Johns Avenue,CAMBERWELL,13970000,house,2015,2,1,2,SC_099,1240,19851,667,29,0,hospital_168,1419,S_160,722
430,47295,-37.711315,145.157791,50 Grove Street,ELTHAM,4950000,house,2010,4,2,2,SC_051,4194,19987,912,44,0,hospital_075,4624,S_194,411
431,27712,-37.591949,144.91952,77 Dorchester Street,CRAIGIEBURN,5475000,house,2015,4,2,2,SC_016,512,40221,2369,45,0,hospital_104,6540,S_178,1297
432,86255,-37.890301,145.001114,182 cochrane Street,BRIGHTON,11520000,house,2015,4,2,2,SC_015,3000,19954,618,16,0,hospital_116,898,S_193,565
433,76457,-37.907965,145.097487,98 Haughton Road,OAKLEIGH,5040000,house,2016,2,1,1,SC_087,2585,19916,547,35,0,hospital_166,1223,S_010,2003
434,47806,-37.81071091,145.0243073,12 Miller Grove,KEW,22050000,house,2008,3,2,2,SC_083,1471,19905,1243,18,0,hospital_032,1004,S_039,801
435,90452,-37.967933,145.061488,2A Haines Street,CHELTENHAM,6180000,house,2012,3,1,1,SC_003,2446,19866,625,37,0,hospital_082,927,S_023,1066
436,10810,-37.788791,144.929821,7 Eastwood Street,KENSINGTON,8750000,house,2010,2,1,0,SC_011,1399,20040,179,14,0,hospital_114,650,S_086,248
437,64860,-37.783606,145.273907,77a Yarra Road,CROYDON,7920000,house,2013,4,2,2,SC_022,1903,19878,1443,50,0,hospital_164,3134,S_181,1514
438,37791,-37.648308,145.05042,8 Pindari Ave,EPPING,5610000,house,2010,3,1,0,SC_062,3115,45795,1467,45,0,hospital_053,3012,S_096,2124
439,82911,-37.904112,145.272981,83 Langhorne Crescent,ROWVILLE,6066000,house,2014,3,2,2,SC_049,3279,19868,3171,55,0,hospital_150,3588,S_199,2246
440,72305,-37.84019089,145.2518463,30 Suffern Avenue,BAYSWATER,5780000,house,2007,3,1,1,SC_032,3665,19870,1442,50,0,hospital_002,2226,S_139,1358
441,80263,-37.992794,145.182409,417 Chandler Road,KEYSBOROUGH,5736000,house,2016,3,1,2,SC_057,796,19889,1808,50,0,hospital_096,1005,S_079,874
442,24404,-37.708739,144.973445,41 James Street,FAWKNER,7560000,house,2016,3,1,1,SC_030,3340,19962,1311,33,0,hospital_139,2380,S_030,2487
443,34922,-37.725347,145.010677,40 Southernhay Street,RESERVOIR,8280000,house,2012,2,1,2,SC_103,1761,20011,775,28,0,hospital_139,1409,S_085,1482
444,40271,-37.701032,145.071675,2A Warrawee Drive,BUNDOORA,3348000,house,2011,1,1,0,SC_047,5541,19984,1536,33,0,hospital_037,1270,S_155,1504
445,64272,-37.786486,145.285334,32 Norman Road,CROYDON,7840000,house,2011,3,2,2,SC_022,1416,19878,1080,50,0,hospital_164,3529,S_181,1126
446,77117,-37.93740845,145.1061554,15 Rosewall Place,CLARINDA,4862000,house,2009,3,1,2,SC_003,4042,19915,1898,38,0,hospital_076,2152,S_170,1478
447,20667,-37.772299,144.9535,18 Collier Crescent,BRUNSWICK,5344000,house,2016,2,1,1,SC_011,3473,19969,548,20,0,hospital_102,1162,S_074,636
448,20753,-37.76018524,144.96698,20 Bishop Street,BRUNSWICK,11101000,house,2009,4,1,0,SC_030,3430,19967,566,23,0,hospital_144,592,S_074,1234
449,10463,-37.794089,144.918919,36 The Crescent,KENSINGTON,13650000,house,2016,4,3,1,SC_011,1326,20026,836,10,0,hospital_114,1006,S_086,1101
450,25747,-37.579429,144.906835,19 Greenham Avenue,CRAIGIEBURN,4690000,house,2012,4,2,1,SC_005,1317,40221,4070,45,0,hospital_104,8023,S_178,2894
451,1058,-37.797934,144.904041,45 Moore Street,FOOTSCRAY,7440000,house,2015,2,1,2,SC_011,2032,20025,358,14,0,hospital_003,1457,S_201,616
452,2483,-37.78708267,144.878891,73 Ballarat Road,MAIDSTONE,4640000,house,2009,3,1,0,SC_043,1695,20023,1734,19,0,hospital_056,931,S_149,1695
453,74445,-37.899275,145.047658,1/23 Kingsley Parade,CARNEGIE,10245000,house,2011,3,1,1,SC_041,1883,19941,831,33,0,hospital_126,2488,S_015,1502
454,81000,-37.974149,145.225366,20 Leonard Street,DANDENONG,7065000,house,2015,4,2,2,SC_112,1700,19888,2233,53,0,hospital_033,834,S_183,1398
455,19810,-37.67026138,144.8934174,67 Alanbrae Terrace,ATTWOOD,6276000,house,2008,4,2,2,SC_059,2133,20030,2712,36,0,hospital_104,3226,S_153,2636
456,89324,-37.953217,145.006432,20 Sims Street,SANDRINGHAM,25200000,house,2014,5,2,2,SC_079,3074,19948,361,28,0,hospital_036,1224,S_214,1629
457,46273,-37.72654343,145.128952,86 Reichelt Avenue,MONTMORENCY,5010000,house,2008,4,2,2,SC_009,5439,19986,1413,40,0,hospital_075,3133,S_194,2862
458,36326,-37.671722,145.039682,24 Winston Street,LALOR,2763000,house,2012,3,1,1,SC_062,4613,20006,2087,39,0,hospital_041,3005,S_229,1812
459,54692,-37.82344,145.021526,7 Majore Street,HAWTHORN,15680000,house,2014,2,2,2,SC_083,1280,19905,216,18,0,hospital_086,943,S_208,1285
460,69401,-37.86896515,145.0861816,1/43 Warner Avenue,ASHBURTON,6565000,house,2009,3,1,1,SC_042,1043,19847,578,36,0,hospital_098,568,S_112,723
461,34512,-37.720981,144.996904,28 Gloucester Street,RESERVOIR,10950000,house,2016,3,1,3,SC_103,2118,20011,974,28,0,hospital_139,393,S_030,1517
462,75430,-37.90587997,145.0572357,717 North Road,CARNEGIE,9300000,house,2009,3,1,2,SC_041,2355,19941,1576,33,0,hospital_159,2003,S_107,2019
463,91197,-37.977636,145.044981,12 Haywood Street,BEAUMARIS,16800000,house,2014,3,2,1,SC_079,3191,19866,1484,37,0,hospital_055,673,S_011,1592
464,90450,-37.961186,145.048507,29A Tulip Grove,CHELTENHAM,9680000,house,2015,4,2,0,SC_079,1492,19866,807,37,0,hospital_082,732,S_023,670
465,16888,-37.696798,144.934447,24 View Street,GLENROY,5135000,house,2010,3,1,0,SC_030,4197,20031,1648,34,0,hospital_104,5279,S_004,1199
466,8195,-37.7587471,144.7773132,180 Station Road,CAIRNLEA,2848000,house,2008,4,3,2,SC_048,4263,20002,2529,33,0,hospital_057,3278,S_152,738
467,87484,-37.931791,145.020762,2 Olive Street,BRIGHTON EAST,21120000,house,2014,4,2,2,SC_046,1766,19937,1431,37,0,hospital_110,1415,S_214,1521
468,14494,-37.74919891,144.9007111,46 Hedderwick Street,ESSENDON,9600000,house,2009,3,2,1,SC_082,1747,20037,1560,20,0,hospital_184,859,S_197,1003
469,66001,-37.783411,145.332035,21 Blackburn Road,MOOROOLBARK,6090000,house,2012,4,1,2,SC_084,3232,19877,1734,54,0,hospital_113,3114,S_224,2826
470,64534,-37.779829,145.300409,48 Evans Drive,CROYDON,4968000,house,2016,3,2,2,SC_022,2630,19877,1189,54,0,hospital_164,5021,S_181,2481
471,41285,-37.707851,145.057822,9 Orsova Court,BUNDOORA,4560000,house,2014,4,1,2,SC_047,4188,19983,2254,30,0,hospital_037,679,S_155,1052
472,15910,-37.705042,144.896681,106 Gowanbrae Drive,GOWANBRAE,6171000,house,2015,3,2,2,SC_010,1322,20032,1810,32,0,hospital_184,4213,S_209,2408
473,27537,-37.60980988,144.9239655,7 Bembridge Mews,CRAIGIEBURN,3444000,house,2009,3,2,2,SC_110,1908,40221,1925,45,0,hospital_104,4562,S_005,1857
474,29967,-37.76525497,145.00737,34 Jenkins Street,NORTHCOTE,8020000,house,2009,4,1,2,SC_103,2897,20015,917,20,0,hospital_035,264,S_105,1613
475,76776,-37.909433,145.12525,32 Koonawarra Street,CLAYTON,15720000,house,2015,3,1,1,SC_087,4492,19915,1747,38,0,hospital_065,1042,S_169,1928
476,88397,-37.953429,145.026543,10 Sydenham Street,HIGHETT,11520000,house,2010,2,1,2,SC_079,1362,19872,1456,39,0,hospital_058,1126,S_214,973
477,22333,-37.75108337,144.9525147,23 Clarendon Street,COBURG,12325000,house,2009,4,2,3,SC_030,2090,19966,903,26,0,hospital_084,617,S_173,1532
478,52068,-37.828444,145.012411,10 Loyola Grove,BURNLEY,6183000,house,2011,2,1,0,SC_038,1399,19906,438,12,0,hospital_122,1216,S_102,1375
479,68305,-37.863068,145.023119,15 Gladstone Avenue,ARMADALE,27300000,house,2016,3,2,1,SC_023,2269,19944,648,19,0,hospital_092,448,S_013,338
480,29749,-37.76595,145.012228,230 Victoria Road,NORTHCOTE,10270000,house,2010,2,1,2,SC_001,2611,20015,1351,20,0,hospital_035,513,S_105,1821
481,89368,-37.957247,145.023246,24 Holloway Road,SANDRINGHAM,6720000,house,2011,3,1,0,SC_079,1807,19948,1812,28,0,hospital_058,613,S_214,1321
482,80633,-37.98414,145.201653,1 Wilma Avenue,DANDENONG,2960000,house,2011,3,1,3,SC_112,1222,19888,960,53,0,hospital_119,1523,S_183,1082
483,93939,-38.068378,145.127332,43 Mernda Avenue,BONBEACH,7830000,house,2014,4,2,2,SC_070,5328,19858,843,55,0,hospital_043,8995,S_077,1857
484,82896,-37.903204,145.277445,8 Ellendale Street,ROWVILLE,10230000,house,2016,3,2,3,SC_049,2876,19868,2860,55,0,hospital_150,3185,S_199,1904
485,66309,-37.762153,145.323501,38 Partridge Way,MOOROOLBARK,7980000,house,2015,4,2,2,SC_084,953,19876,2255,59,0,hospital_113,2754,S_168,553
486,7578,-37.745857,144.777934,6 Dover Street,ALBANVALE,3780000,house,2010,3,1,0,SC_107,3316,20002,1950,33,0,hospital_057,3607,S_070,664
487,63504,-37.804868,145.302191,13 ST ANDREWS CLOSE,CROYDON,9100000,house,2014,4,2,3,SC_022,1800,19878,2170,50,0,hospital_164,4111,S_224,779
488,28121,-37.80304,144.98013,164 Napier Street,FITZROY,11200000,house,2016,3,1,1,SC_008,1334,19843,1095,8,0,hospital_178,591,S_060,325
489,53547,-37.82147,144.994765,6 Portland Street,RICHMOND,3560000,house,2005,2,1,1,SC_068,2139,19908,498,10,0,hospital_146,443,S_076,1323
490,94832,-37.909007,145.036397,15 Elm Grove,MCKINNON,9020000,house,2012,2,1,2,SC_041,3334,19940,221,34,0,hospital_126,1763,S_107,1274
491,29826,-37.768806,145.010355,27 Hakatere Street,NORTHCOTE,11440000,house,2014,3,1,2,SC_001,2768,19929,1170,15,0,hospital_035,692,S_105,2061
492,78925,-37.93647,145.171985,3 Michael Court,SPRINGVALE,6710000,house,2015,4,1,2,SC_073,3579,19913,2180,43,0,hospital_161,3619,S_067,1450
493,83163,-37.891655,145.249283,32 Kathryn Road,KNOXFIELD,3520000,house,2010,2,1,1,SC_049,5188,19868,4188,55,0,hospital_002,4357,S_027,1707
494,30139,-37.779142,144.99444,48 Union Street,NORTHCOTE,17000000,house,2014,3,1,1,SC_008,4235,20017,194,17,0,hospital_035,2158,S_200,2562
495,47116,-37.706796,145.153494,38A Batman Road,ELTHAM,11570000,house,2014,4,2,2,SC_051,3728,19987,903,44,0,hospital_075,4199,S_194,996
496,8777,-37.8872261,144.7604828,10 William McPherson Crescent,SEABROOK,3883000,house,2010,3,2,2,SC_092,2871,46468,2247,33,0,hospital_073,7176,S_001,2243
497,33344,-37.724512,145.024191,1 Barwon Avenue,RESERVOIR,11008000,house,2013,4,1,2,SC_047,1653,20010,1736,31,0,hospital_025,1871,S_225,402
498,41478,-37.738997,145.076484,11 Rowell Street,ROSANNA,11934000,house,2015,3,1,0,SC_017,1993,19936,1008,27,0,hospital_066,2224,S_100,2354
499,60132,-37.827214,145.186601,6 Carween Avenue,MITCHAM,9605000,house,2013,3,1,1,SC_088,1074,19900,1128,40,0,hospital_010,1979,S_202,984
500,39076,-37.76463699,145.0333557,91 Green Street,IVANHOE,8340000,house,2008,3,1,2,SC_001,827,19933,1163,22,0,hospital_039,267,S_219,839
501,12473,-37.69905472,144.7493897,18 Honeysuckle Avenue,HILLSIDE,5984000,house,2009,3,2,2,SC_048,3838,20000,2196,39,0,hospital_057,8924,S_163,614
502,86363,-37.92604,144.996918,21 Wolseley Grove,BRIGHTON,5525000,house,2016,4,1,2,SC_046,3934,19950,684,23,0,hospital_156,1657,S_009,1201
503,95772,-37.910633,145.02863,41 Hopkins Street,MCKINNON,18000000,house,2015,4,3,3,SC_046,3325,19940,850,34,0,hospital_126,1381,S_107,1543
504,14966,-37.74094,144.916244,12 Bruce Street,STRATHMORE,14560000,house,2011,4,2,1,SC_082,1217,20036,811,23,0,hospital_184,995,S_197,647
505,65121,-37.803129,145.322097,13 Hansen Road,KILSYTH,4240000,house,2016,4,1,1,SC_022,3461,19877,2217,54,0,hospital_113,5409,S_224,1039
506,25799,-37.602504,144.933173,2 Donat Court,CRAIGIEBURN,3784000,house,2015,3,2,1,SC_110,761,40221,898,45,0,hospital_104,5481,S_005,709
507,22349,-37.737775,144.970812,23 Stockade Avenue,COBURG,10596000,house,2016,4,2,3,SC_030,1917,19965,832,28,0,hospital_144,2084,S_172,655
508,64698,-37.81082153,145.2894898,6 Barclay Avenue,CROYDON,4900000,house,2008,3,1,2,SC_022,1423,19878,1883,50,0,hospital_164,3001,S_055,1316
509,87752,-37.941546,145.015839,45 Myrtle Road,HAMPTON,19440000,house,2014,4,3,2,SC_046,1989,19949,1323,26,0,hospital_036,1069,S_214,700
510,79793,-37.991578,145.163963,18 Garden Court,KEYSBOROUGH,8800000,house,2015,4,2,0,SC_057,832,19889,2842,50,0,hospital_096,659,S_079,764
511,73752,-37.865115,145.26877,49 Valerie Street,BORONIA,5460000,house,2010,3,1,1,SC_049,4760,19869,1467,53,0,hospital_002,1075,S_024,1441
512,21699,-37.74941,144.956054,1 Mavis Street,COBURG,12740000,house,2015,3,2,2,SC_030,1963,19966,760,26,0,hospital_084,561,S_173,1173
513,74034,-37.864974,145.274787,8 Vivienne Avenue,BORONIA,7950000,house,2015,3,1,2,SC_049,4401,19869,982,53,0,hospital_049,745,S_024,936
514,93969,-38.068788,145.123909,5 Ilma Grove,BONBEACH,15040000,house,2016,3,2,3,SC_070,5583,19858,692,55,0,hospital_043,9002,S_077,1755
515,225,-37.805214,144.896262,11 Walter Street,SEDDON,5400000,house,2013,2,1,1,SC_011,3085,19997,425,14,0,hospital_003,1576,S_201,520
516,45523,-37.71715164,145.0930023,8 Warralong Avenue,GREENSBOROUGH,3600000,house,2008,3,1,1,SC_017,4808,19984,1064,33,0,hospital_075,1753,S_020,1520
517,9098,-37.88350677,144.7574158,5 Haricot Court,SEABROOK,3210000,house,2009,3,1,2,SC_092,2738,46468,1753,33,0,hospital_073,6857,S_001,1945
518,3199,-37.820236,144.889543,25 Norfolk Street,YARRAVILLE,10450000,house,2016,3,1,2,SC_033,3830,19996,489,15,0,hospital_056,3031,S_201,2294
519,64539,-37.778175,145.297902,48 The Range Boulevard,CROYDON,7280000,house,2016,4,2,2,SC_084,2638,19877,1471,54,0,hospital_164,4970,S_181,2480
520,56141,-37.859632,145.11147,11 Ewart Lane,BURWOOD,10784000,house,2011,3,2,2,SC_042,2639,19840,1556,28,0,hospital_089,1541,S_112,1731
521,25021,-37.58952713,144.9303589,10 Metropolitan Avenue,CRAIGIEBURN,3040000,house,2009,4,2,2,SC_110,1275,40221,1783,45,0,hospital_104,6865,S_178,593
522,47730,-37.798732,145.031468,10 Willsmere Road,KEW,12880000,house,2012,3,1,3,SC_083,2447,19931,2264,19,0,hospital_029,1229,S_039,784
523,76879,-37.927646,145.12158,5 Belmont Avenue,CLAYTON,12420000,house,2016,4,1,1,SC_087,5604,19915,342,38,0,hospital_076,660,S_170,305
524,30526,-37.770026,144.997711,96 Helen Street,NORTHCOTE,4290000,house,2016,3,2,1,SC_103,3409,20016,215,19,0,hospital_035,1193,S_105,2173
525,46154,-37.713931,145.120952,57 Kelvin Avenue,MONTMORENCY,6840000,house,2016,2,2,0,SC_051,5635,19986,160,40,0,hospital_075,1651,S_210,2018
526,3344,-37.81969833,144.8958435,31 Frederick Street,YARRAVILLE,11475000,house,2007,4,2,1,SC_043,4186,19996,673,15,0,hospital_056,3077,S_201,2118
527,65869,-37.77077103,145.3162994,17 Old Kent Road,MOOROOLBARK,4382000,house,2009,3,2,2,SC_084,1420,19877,1593,54,0,hospital_113,3526,S_168,1320
528,10323,-37.783905,144.929265,26 Waltham Street,FLEMINGTON,24960000,house,2010,4,2,2,SC_011,1167,20040,382,14,0,hospital_007,1138,S_086,384
529,4518,-37.83811951,144.8765869,"5/45 Oxford Street,",NEWPORT,3040000,house,2009,1,1,2,SC_033,2916,19994,801,20,0,hospital_141,3006,S_056,2667
530,78809,-37.936066,145.171868,20 Lee Avenue,SPRINGVALE,4150000,house,2013,4,1,2,SC_073,3541,19913,2203,43,0,hospital_161,3633,S_067,1459
531,73995,-37.847733,145.301941,8 Clover Court,BORONIA,9095000,house,2014,3,1,1,SC_049,5225,19869,2094,53,0,hospital_049,2365,S_146,2118
532,78446,-37.925983,145.187459,9 Selhurst Park Road,MULGRAVE,12450000,house,2011,4,2,2,SC_073,2199,19913,3971,43,0,hospital_161,2655,S_067,1119
533,75354,-37.902299,145.07117,60 Dalny Road,MURRUMBEENA,3344000,house,2013,3,1,1,SC_087,1796,19918,1002,31,0,hospital_159,2242,S_167,1796
534,59826,-37.81453,145.200109,30 Thomas Street,MITCHAM,8260000,house,2012,3,1,3,SC_088,1883,19900,814,40,0,hospital_010,697,S_202,2346
535,23575,-37.650238,144.902585,31 Arkley Drive,GREENVALE,4450000,house,2008,5,2,2,SC_072,1731,44817,2390,39,0,hospital_104,1572,S_211,2160
536,29921,-37.77068,144.996959,31 Claude Street,NORTHCOTE,6630000,house,2016,3,2,0,SC_103,3489,20016,174,19,0,hospital_035,1291,S_105,2260
537,58634,-37.83012,145.185575,18 Browns Road,NUNAWADING,8450000,house,2013,3,1,2,SC_088,1312,19899,1416,37,0,hospital_010,2314,S_202,1074
538,45171,-37.682871,145.13449,5 Candlebark Close,DIAMOND CREEK,4472000,house,2012,3,2,2,SC_051,2448,19988,2369,49,0,hospital_075,3535,S_051,258
539,1276,-37.805872,144.892692,61 Austin Street,SEDDON,11696000,house,2014,2,1,1,SC_043,3061,20024,390,17,0,hospital_056,1529,S_201,738
540,19355,-37.65792084,144.9308624,2 Kiata Close,COOLAROO,8560000,house,2008,3,1,1,SC_072,1103,44817,545,39,0,hospital_104,1222,S_153,2387
541,60109,-37.82625,145.192888,56 Owen Street,MITCHAM,13750000,house,2015,3,2,2,SC_088,1402,19900,921,40,0,hospital_010,1762,S_202,1489
542,32564,-37.737894,145.021834,30 - 32 Lyonsville Avenue,PRESTON,19360000,house,2013,2,2,1,SC_047,750,20012,1878,26,0,hospital_090,2393,S_225,1568
543,95117,-37.90885925,145.0380249,20 Glen Orme Avenue,MCKINNON,7716000,house,2008,2,1,0,SC_041,3238,19940,163,34,0,hospital_126,1878,S_107,1241
544,62322,-37.822831,145.230096,8 Regina Street,RINGWOOD,6710000,house,2010,2,1,1,SC_032,1128,19902,779,44,0,hospital_105,1731,S_040,1217
545,12920,-37.70228195,144.7712708,3 Silverdene Crescent,SYDENHAM,4720000,house,2009,3,1,1,SC_107,4228,20000,287,39,0,hospital_057,7515,S_094,437
546,67148,-37.742175,145.344895,19 Newhaven Court,LILYDALE,5830000,house,2014,4,2,2,SC_084,3254,19876,1506,59,0,hospital_151,1555,S_233,1818
547,65242,-37.807125,145.303945,23 Landstrom Quadrant,KILSYTH,7782500,house,2013,3,1,2,SC_022,2042,19878,2431,50,0,hospital_164,4253,S_224,791
548,40518,-37.690684,145.052722,39 Lauder Drive,BUNDOORA,4950000,house,2015,3,2,2,SC_062,5215,19984,3547,33,0,hospital_041,904,S_155,912
549,17150,-37.69872,144.916795,38 Hartington Street,GLENROY,4338000,house,2014,3,2,1,SC_059,3039,20031,408,34,0,hospital_184,4960,S_209,1029
550,63131,-37.836645,145.237847,9 Blenheim Street,HEATHMONT,13753000,house,2015,3,2,1,SC_032,2776,19871,1098,46,0,hospital_179,1689,S_139,2648
551,79862,-37.986003,145.160228,2 Robin Court,KEYSBOROUGH,5556000,house,2011,3,1,1,SC_057,1372,19890,2553,48,0,hospital_096,1271,S_079,1331
552,26519,-37.577103,144.928602,32 Ardsley Circuit,CRAIGIEBURN,5025000,house,2014,3,2,2,SC_005,772,40221,3042,45,0,hospital_104,8224,S_178,1940
553,46486,-37.70472717,145.1537476,1188 Main Road,ELTHAM,4626000,house,2009,5,2,1,SC_051,3497,19987,1112,44,0,hospital_075,4217,S_194,1203
554,71831,-37.8564714,145.224952,83 Amersham Drive,WANTIRNA,11016000,house,2011,4,2,2,SC_032,4878,19871,3576,46,0,hospital_008,796,S_226,1223
555,63610,-37.786283,145.274458,159 Maroondah Highway,CROYDON,2968000,house,2011,3,1,1,SC_022,1614,19878,1153,50,0,hospital_164,2910,S_181,1225
556,81364,-37.973422,145.209057,50 Gerard Street,DANDENONG,7680000,house,2016,3,1,1,SC_112,1610,19889,1624,50,0,hospital_048,530,S_183,1130
557,75357,-37.9017601,145.0736542,60 Reid Street,MURRUMBEENA,3840000,house,2009,4,2,2,SC_087,1641,19918,842,31,0,hospital_159,2347,S_167,1640
558,86317,-37.919893,144.991648,2 Rose Court,BRIGHTON,17190000,house,2013,4,2,2,SC_046,4645,19951,669,21,0,hospital_156,904,S_009,627
559,2844,-37.8156956,144.8915778,14 Murray Street,YARRAVILLE,8145000,house,2011,4,2,0,SC_043,3607,19996,146,15,0,hospital_056,2556,S_201,1758
560,20297,-37.76047516,144.9640198,1 Wraith Street,BRUNSWICK,5772000,house,2008,3,1,2,SC_030,3355,19967,306,23,0,hospital_144,816,S_074,1097
